chr1	DDX11L1	2536	0.575710
chr1	WASH7P	5398	0.595961
chr1	WASH7P	14964	0.541500
chr1	FAM138F	1471	0.508498
chr1	OR4F5	918	0.428105
chr1	LOC729737	5794	0.611840
chr1	DQ597235	32	0.468750
chr1	DQ599768	62	0.564516
chr1	LOC100133331	4902	0.544268
chr1	LOC388312	894	0.634228
chr1	OR4F29	939	0.460064
chr1	BC036251	1634	0.431457
chr1	JA429830	23	0.434783
chr1	JA429831	21	0.523810
chr1	JB137814	24	0.416667
chr1	M37726	70	0.328571
chr1	OR4F29	939	0.460064
chr1	LOC100133331	9856	0.520901
chr1	DQ575786	62	0.564516
chr1	DQ599872	32	0.468750
chr1	DQ575786	62	0.564516
chr1	DQ599872	32	0.468750
chr1	AK310751	5497	0.451701
chr1	LOC100288069	13824	0.468533
chr1	LINC00115	1317	0.526955
chr1	LOC643837	31856	0.463712
chr1	FAM41C	8732	0.480417
chr1	AK056486	3514	0.585373
chr1	LOC100130417	1865	0.618231
chr1	SAMD11	18841	0.655379
chr1	NOC2L	15097	0.595284
chr1	KLHL17	5133	0.678551
chr1	PLEKHN1	8608	0.629414
chr1	C1orf170	6895	0.677157
chr1	HES4	1211	0.743187
chr1	ISG15	1073	0.643057
chr1	AGRN	35997	0.657083
chr1	BC033949	6717	0.627661
chr1	RNF223	2562	0.678376
chr1	C1orf159	34539	0.546484
chr1	LOC254099	7038	0.650185
chr1	MIR200B	95	0.600000
chr1	MIR200A	90	0.555556
chr1	JA715134	22	0.409091
chr1	MIR429	83	0.578313
chr1	JA715143	22	0.363636
chr1	AK128833	6500	0.610308
chr1	TTLL10	24028	0.547486
chr1	TNFRSF18	3202	0.674266
chr1	TNFRSF4	2843	0.702779
chr1	SDF4	15160	0.613852
chr1	B3GALT6	2792	0.642192
chr1	FAM132A	4277	0.693477
chr1	UBE2J2	19943	0.563205
chr1	SCNN1D	11594	0.659307
chr1	ACAP3	15506	0.665420
chr1	PUSL1	3064	0.666123
chr1	CPSF3L	13103	0.604442
chr1	GLTPD1	4134	0.651911
chr1	TAS1R3	3119	0.673613
chr1	DVL1	13835	0.658619
chr1	MXRA8	5845	0.671856
chr1	AURKAIP1	1453	0.666208
chr1	CCNL2	13628	0.513795
chr1	LOC148413	2517	0.593166
chr1	MRPL20	5418	0.530269
chr1	ANKRD65	3025	0.668099
chr1	TMEM88B	1660	0.706024
chr1	VWA1	7360	0.665897
chr1	ATAD3C	20470	0.569761
chr1	ATAD3B	24419	0.588804
chr1	ATAD3A	22545	0.598714
chr1	TMEM240	5583	0.660398
chr1	SSU72	33210	0.538814
chr1	HP08716	290	0.634483
chr1	C1orf233	2089	0.702729
chr1	AK094692	7348	0.618672
chr1	MIB2	15196	0.664056
chr1	MMP23B	2471	0.717928
chr1	CDK11B	84676	0.538925
chr1	CDC2L1	3647	0.465314
chr1	SLC35E2B	31305	0.537007
chr1	MMP23A	1870	0.718182
chr1	AK097814	7290	0.511523
chr1	SLC35E2	18615	0.521730
chr1	NADK	28838	0.537069
chr1	GNB1	105802	0.466948
chr1	CALML6	2468	0.630875
chr1	TMEM52	1712	0.675818
chr1	C1orf222	5447	0.653020
chr1	KIAA1751	50525	0.555032
chr1	AK054708	2318	0.516825
chr1	GABRD	11425	0.625120
chr1	PRKCZ	134926	0.564398
chr1	AX747530	2089	0.596936
chr1	C1orf86	10316	0.598779
chr1	BC018779	1943	0.642306
chr1	SKI	81519	0.574676
chr1	MORN1	70298	0.572648
chr1	LOC100129534	2248	0.576957
chr1	MORN1	13500	0.577926
chr1	RER1	13672	0.539424
chr1	PEX10	7770	0.606692
chr1	PLCH2	29211	0.645510
chr1	PANK4	18061	0.606943
chr1	HES5	1501	0.682878
chr1	LOC115110	2926	0.591934
chr1	LOC100133445	2288	0.652972
chr1	TNFRSF14	7384	0.645314
chr1	TNFRSF14	7463	0.642637
chr1	FAM213B	4720	0.640678
chr1	MMEL1	42401	0.549492
chr1	TTC34	133424	0.373861
chr1	ACTRT2	1422	0.614627
chr1	FLJ42875	4170	0.604077
chr1	FLJ42875	3654	0.608648
chr1	PRDM16	369444	0.575787
chr1	MIR4251	61	0.508197
chr1	ARHGEF16	26531	0.629905
chr1	MEGF6	123554	0.624245
chr1	MIR551A	95	0.621053
chr1	TPRG1L	5139	0.523059
chr1	WRAP73	19341	0.537459
chr1	TP73	83637	0.595084
chr1	TP73-AS1	11390	0.544513
chr1	CCDC27	19245	0.539049
chr1	SMIM1	3195	0.649139
chr1	LRRC47	16285	0.544612
chr1	CEP104	45153	0.479304
chr1	DFFB	28149	0.516573
chr1	C1orf174	11161	0.493504
chr1	LOC100133612	15044	0.569264
chr1	LOC728716	11972	0.512195
chr1	LOC284661	12634	0.435412
chr1	AJAP1	128747	0.526871
chr1	BC037321	4626	0.449416
chr1	AK125078	106547	0.468676
chr1	MIR4417	73	0.630137
chr1	MIR4689	70	0.628571
chr1	NPHP4	129664	0.499352
chr1	KCNAB2	55273	0.561124
chr1	CHD5	78348	0.567034
chr1	RPL22	14600	0.470685
chr1	RNF207	15171	0.569574
chr1	ICMT	14792	0.496079
chr1	C1orf211	1632	0.554534
chr1	HES3	1387	0.659697
chr1	GPR153	13630	0.603081
chr1	ACOT7	129495	0.539712
chr1	HES2	4686	0.592403
chr1	ESPN	36157	0.601847
chr1	MIR4252	63	0.650794
chr1	TNFRSF25	5042	0.597382
chr1	PLEKHG5	19378	0.589638
chr1	NOL9	33252	0.478317
chr1	TAS1R1	24480	0.524673
chr1	ZBTB48	9278	0.577819
chr1	KLHL21	12146	0.571464
chr1	PHF13	10338	0.549719
chr1	THAP3	8433	0.565279
chr1	DNAJC11	67739	0.465921
chr1	CAMTA1	984383	0.480010
chr1	VAMP3	10164	0.427686
chr1	PER3	60524	0.403311
chr1	UTS2	5894	0.418222
chr1	TNFRSF9	27295	0.439238
chr1	PARK7	23629	0.453891
chr1	ERRFI1	14615	0.410811
chr1	SLC45A1	19838	0.524801
chr1	RERE	465236	0.419017
chr1	BC113958	584	0.527397
chr1	ENO1	18093	0.500083
chr1	ENO1-AS1	1050	0.596190
chr1	CA6	28611	0.481843
chr1	SLC2A7	23046	0.524386
chr1	SLC2A5	32883	0.478849
chr1	GPR157	24754	0.501212
chr1	GPR157	2267	0.601676
chr1	mir-34	34106	0.507799
chr1	H6PD	36532	0.522829
chr1	SPSB1	76650	0.542857
chr1	SLC25A33	43304	0.455986
chr1	TMEM201	26004	0.593678
chr1	PIK3CD	77383	0.513304
chr1	C1orf200	1977	0.552858
chr1	BC038541	6725	0.499182
chr1	CLSTN1	95472	0.473615
chr1	CTNNBIP1	61983	0.513496
chr1	LZIC	13065	0.434367
chr1	NMNAT1	42071	0.461315
chr1	RBP7	18824	0.483213
chr1	UBE4B	148256	0.440893
chr1	KIF1B	170898	0.420075
chr1	PGD	21117	0.472558
chr1	APITD1-CORT	21902	0.480184
chr1	DFFA	12011	0.496711
chr1	PEX14	155813	0.449860
chr1	CASZ1	160068	0.567328
chr1	C1orf127	35565	0.521524
chr1	TARDBP	12871	0.439671
chr1	MASP2	20717	0.502148
chr1	SRM	5443	0.600037
chr1	EXOSC10	33263	0.463819
chr1	MTOR	156021	0.445446
chr1	MTOR-AS1	5641	0.453998
chr1	ANGPTL7	6693	0.464067
chr1	UBIAD1	15237	0.476800
chr1	PTCHD2	58346	0.528262
chr1	FBXO2	6471	0.604389
chr1	FBXO44	8471	0.538425
chr1	FBXO6	10260	0.553411
chr1	MAD2L2	17142	0.538619
chr1	DRAXIN	28556	0.539887
chr1	AK125437	3728	0.496513
chr1	AGTRAP	14687	0.544087
chr1	C1orf167	2112	0.597064
chr1	C1orf167	17504	0.552617
chr1	MTHFR	20374	0.544027
chr1	CLCN6	37049	0.477908
chr1	NPPA	2074	0.529894
chr1	NPPB	1472	0.545516
chr1	KIAA2013	6841	0.557959
chr1	PLOD1	40876	0.534641
chr1	MFN2	33335	0.511144
chr1	MIIP	12808	0.557464
chr1	TNFRSF8	80831	0.505474
chr1	TNFRSF1B	42218	0.553934
chr1	MIR4632	78	0.692308
chr1	VPS13D	281986	0.423344
chr1	SNORA59B	152	0.539474
chr1	DHRS3	49882	0.512951
chr1	AADACL4	22532	0.472306
chr1	AADACL3	12609	0.461020
chr1	C1orf158	14940	0.427309
chr1	PRAMEF12	3065	0.532137
chr1	PRAMEF1	5232	0.465023
chr1	PRAMEF11	6797	0.479918
chr1	LOC649330	1002	0.478044
chr1	PRAMEF2	4824	0.471393
chr1	PRAMEF4	6993	0.481624
chr1	PRAMEF10	5368	0.478577
chr1	PRAMEF8	4119	0.498665
chr1	PRAMEF6	9105	0.476112
chr1	PRAMEF22	2839	0.514618
chr1	LOC440563	1367	0.460863
chr1	PRAMEF3	3497	0.492708
chr1	PRAMEF5	9239	0.474402
